,text,created_at,place,hashtags,subjectivity,polarity,analysis,tokenized_tw
55,corona migrants punjab asks tehsildars to issue curfew passes chandigarh sensing hardship being faced by migrant labourers with the imposition of lockdown to prevent the spread of the  outbreak  coronavirus fashion news punjab marinder,sat mar 28 17:27:32 +0000 2020,"brampton, ontario",coronavirus fashion news punjab marinder,0.0,0.0,neutral,"['corona', 'migrants', 'punjab', 'asks', 'tehsildars', 'to', 'issue', 'curfew', 'passes', 'chandigarh', 'sensing', 'hardship', 'being', 'faced', 'by', 'migrant', 'labourers', 'with', 'the', 'imposition', 'of', 'lockdown', 'to', 'prevent', 'the', 'spread', 'of', 'the', 'outbreak', 'coronavirus', 'fashion', 'news', 'punjab', 'marinder']"
56,alarm highrise residential north yorklawrence avenue corona street  dufferin streetdispatched    edtstn  aerial distchief distchief pumper pumper pumper rescuegeneral area,fri mar 20 13:56:04 +0000 2020,"toronto, ontario",<na>,0.0,0.0,neutral,"['alarm', 'highrise', 'residential', 'north', 'yorklawrence', 'avenue', 'corona', 'street', 'dufferin', 'streetdispatched', 'edtstn', 'aerial', 'distchief', 'distchief', 'pumper', 'pumper', 'pumper', 'rescuegeneral', 'area']"
57,china can be held legally accountable for corona coverups washington after us president donald trump calling  a chinese virus and us secretary of state mike pompeo blaming china russia  coronavirus featured health news chinatelecom,thu mar 26 00:53:34 +0000 2020,"brampton, ontario",coronavirus featured health news chinatelecom,0.1,0.1,positive,"['china', 'can', 'be', 'held', 'legally', 'accountable', 'for', 'corona', 'coverups', 'washington', 'after', 'us', 'president', 'donald', 'trump', 'calling', 'a', 'chinese', 'virus', 'and', 'us', 'secretary', 'of', 'state', 'mike', 'pompeo', 'blaming', 'china', 'russia', 'coronavirus', 'featured', 'health', 'news', 'chinatelecom']"
58,this is how im spending my saturday night because of corona ,sun mar 29 02:01:12 +0000 2020,"toronto, ontario",<na>,0.0,0.0,neutral,"['this', 'is', 'how', 'im', 'spending', 'my', 'saturday', 'night', 'because', 'of', 'corona']"
59,music is the only cure from the corona virus so darona  jaldi jaldi log in coronalive and direct with amazing bollywood and tamil music from all over  bring out your favourite drink sit relax and ,sat mar 28 08:54:06 +0000 2020,"toronto, ontario",<na>,0.7666666666666666,0.23333333333333336,positive,"['music', 'is', 'the', 'only', 'cure', 'from', 'the', 'corona', 'virus', 'so', 'darona', 'jaldi', 'jaldi', 'log', 'in', 'coronalive', 'and', 'direct', 'with', 'amazing', 'bollywood', 'and', 'tamil', 'music', 'from', 'all', 'over', 'bring', 'out', 'your', 'favourite', 'drink', 'sit', 'relax', 'and']"
60,happy quarantine saturday everyone hope youre all home and well quarantine  corona saturday stayhome socialdistancing canadianclub whisky canadianwhisky  milton  ,sat mar 28 19:57:14 +0000 2020,"milton, ontario",quarantine covid_19 corona saturday stayhome socialdistancing whisky canadianwhisky,1.0,0.8,positive,"['happy', 'quarantine', 'saturday', 'everyone', 'hope', 'youre', 'all', 'home', 'and', 'well', 'quarantine', 'corona', 'saturday', 'stayhome', 'socialdistancing', 'canadianclub', 'whisky', 'canadianwhisky', 'milton']"
61,if you havent seen this tool launched by the govt of canada  yet use it and test yourself for corona covd at   canada ,sat mar 28 20:57:11 +0000 2020,"toronto, ontario",corona covıd19,0.0,0.0,neutral,"['if', 'you', 'havent', 'seen', 'this', 'tool', 'launched', 'by', 'the', 'govt', 'of', 'canada', 'yet', 'use', 'it', 'and', 'test', 'yourself', 'for', 'corona', 'covd', 'at', 'canada']"
62,when your peach has the corona virus and you keep thinking th e next one  be betterhenry to the rescueeatsanything appleinstead corona jayhatchmazda whitbymazdamazda mazdacanada mazdapremium ,sat mar 28 20:41:14 +0000 2020,"whitby, ontario",eatsanything appleinstead corona jayhatchmazda whitbymazda mazda mazdacanada mazdapremium,0.0,0.0,neutral,"['when', 'your', 'peach', 'has', 'the', 'corona', 'virus', 'and', 'you', 'keep', 'thinking', 'th', 'e', 'next', 'one', 'be', 'betterhenry', 'to', 'the', 'rescueeatsanything', 'appleinstead', 'corona', 'jayhatchmazda', 'whitbymazdamazda', 'mazdacanada', 'mazdapremium']"
63,here was todays prepared to order dinner  even comes with a corona cookie check out tomorrows menu online saturday after lori has her coffee probably around  we are open  tomorrow hollyssweetsandeats ,fri mar 20 20:22:34 +0000 2020,"barrie, ontario",hollyssweetsandeats,0.5,0.0,neutral,"['here', 'was', 'todays', 'prepared', 'to', 'order', 'dinner', 'even', 'comes', 'with', 'a', 'corona', 'cookie', 'check', 'out', 'tomorrows', 'menu', 'online', 'saturday', 'after', 'lori', 'has', 'her', 'coffee', 'probably', 'around', 'we', 'are', 'open', 'tomorrow', 'hollyssweetsandeats']"
64,days of corona priceofpanic    ,tue mar 24 21:28:03 +0000 2020,"toronto, ontario",priceofpanic,0.0,0.0,neutral,"['days', 'of', 'corona', 'priceofpanic']"
65,the only one to bring a smile to my face when quarantine got me going cray  love you ionyorkie quarantine corona lgbt gayboy boyfriend cute couple cutecouples kiss igers explorepage explore  ,wed mar 25 16:08:25 +0000 2020,"toronto, ontario",quarantine corona lgbt gayboy boyfriend cute couple cutecouples kiss igers explorepage explore,0.675,0.325,positive,"['the', 'only', 'one', 'to', 'bring', 'a', 'smile', 'to', 'my', 'face', 'when', 'quarantine', 'got', 'me', 'going', 'cray', 'love', 'you', 'ionyorkie', 'quarantine', 'corona', 'lgbt', 'gayboy', 'boyfriend', 'cute', 'couple', 'cutecouples', 'kiss', 'igers', 'explorepage', 'explore']"
66,repost cutestafrican     dedicated to all corona virus  victimscoronavirus  healtheworld stayathome saynotocoronavirus healtheworld michaeljackson healtheworldchallenge ,sat mar 28 23:35:19 +0000 2020,"toronto, ontario",repost coronavirus covid19 healtheworld stayathome saynotocoronavirus healtheworld michaeljackson healtheworldchallenge,0.0,0.0,neutral,"['repost', 'cutestafrican', 'dedicated', 'to', 'all', 'corona', 'virus', 'victimscoronavirus', 'healtheworld', 'stayathome', 'saynotocoronavirus', 'healtheworld', 'michaeljackson', 'healtheworldchallenge']"
67,definitely should be included in the next edition of the oxford english dictionary iotcovd selfisolation staycalm stayhome staysafe staysanitized corona canada ontario toronto    ,sun mar 22 23:23:56 +0000 2020,"toronto, ontario",covidiot covıd19 selfisolation staycalm stayhome staysafe staysanitized corona canada ontario toronto,0.16666666666666666,0.0,neutral,"['definitely', 'should', 'be', 'included', 'in', 'the', 'next', 'edition', 'of', 'the', 'oxford', 'english', 'dictionary', 'iotcovd', 'selfisolation', 'staycalm', 'stayhome', 'staysafe', 'staysanitized', 'corona', 'canada', 'ontario', 'toronto']"
68,lets think positivewondering how long social distancing  lastmy wife and kids keep ringing the door bellsmile and laugh it helpscorona  fbsoldit    ,fri mar 20 19:25:07 +0000 2020,"toronto, ontario",corona covid_19 fbsoldit,0.18888888888888888,0.09444444444444444,positive,"['lets', 'think', 'positivewondering', 'how', 'long', 'social', 'distancing', 'lastmy', 'wife', 'and', 'kids', 'keep', 'ringing', 'the', 'door', 'bellsmile', 'and', 'laugh', 'it', 'helpscorona', 'fbsoldit']"
69,apparently nigerians most prominent herbal doctor mrjollof about testing his vaccine  created from herbs and weeds on his patient nigeria mrjollof  corona coronavirus socialdistancing quarantine ,tue mar 24 22:24:59 +0000 2020,"toronto, ontario",nigeria mrjollof covid_19 corona coronavirus socialdistancing quarantine,0.6166666666666667,0.35000000000000003,positive,"['apparently', 'nigerians', 'most', 'prominent', 'herbal', 'doctor', 'mrjollof', 'about', 'testing', 'his', 'vaccine', 'created', 'from', 'herbs', 'and', 'weeds', 'on', 'his', 'patient', 'nigeria', 'mrjollof', 'corona', 'coronavirus', 'socialdistancing', 'quarantine']"
70,lo jlo and hubbyarod are beyond couple goals corona  quarantine socialdistancing followforfollowback  saint malachy catholic school ,wed mar 25 02:50:59 +0000 2020,"toronto, ontario",jlo corona covid_19 quarantine socialdistancing followforfollowback,0.1,0.0,neutral,"['lo', 'jlo', 'and', 'hubbyarod', 'are', 'beyond', 'couple', 'goals', 'corona', 'quarantine', 'socialdistancing', 'followforfollowback', 'saint', 'malachy', 'catholic', 'school']"
71,stay safe out there socialdistancing music corona sunset toronto guitars instrumental tutorials    ,tue mar 24 23:27:52 +0000 2020,"toronto, ontario",socialdistancing music corona sunset toronto guitars instrumental tutorials,0.5,0.5,positive,"['stay', 'safe', 'out', 'there', 'socialdistancing', 'music', 'corona', 'sunset', 'toronto', 'guitars', 'instrumental', 'tutorials']"
72,the most tpw warning netflixca has some scenes contain brie stayhealthy corona  socialdistancing cheese brie yyz toronto holycrapiambored    ,sat mar 21 21:13:52 +0000 2020,"toronto, ontario",stayhealthy corona covid_19 socialdistancing cheese brie yyz toronto holycrapiambored,0.5,0.5,positive,"['the', 'most', 'tpw', 'warning', 'netflixca', 'has', 'some', 'scenes', 'contain', 'brie', 'stayhealthy', 'corona', 'socialdistancing', 'cheese', 'brie', 'yyz', 'toronto', 'holycrapiambored']"
73,throwback to the last week of the gym before all this bullshit hitting deadlifts beltless prs x x x  also finally getting out of my third ig suspension deadlift deadlifts beltless corona  ,sat mar 28 19:49:59 +0000 2020,"toronto, ontario",deadlift deadlifts beltless corona,0.35555555555555557,0.0,neutral,"['throwback', 'to', 'the', 'last', 'week', 'of', 'the', 'gym', 'before', 'all', 'this', 'bullshit', 'hitting', 'deadlifts', 'beltless', 'prs', 'x', 'x', 'x', 'also', 'finally', 'getting', 'out', 'of', 'my', 'third', 'ig', 'suspension', 'deadlift', 'deadlifts', 'beltless', 'corona']"
74,a view of my office floor these days  covd corona fear workfromhome wfh bloor it lifeaftercorona   bloor st e ,wed mar 25 21:03:05 +0000 2020,"toronto, ontario",covıd19 corona fear workfromhome wfh 250bloor it lifeaftercorona,0.0,0.0,neutral,"['a', 'view', 'of', 'my', 'office', 'floor', 'these', 'days', 'covd', 'corona', 'fear', 'workfromhome', 'wfh', 'bloor', 'it', 'lifeaftercorona', 'bloor', 'st', 'e']"
75,after this donerezamehr remax corona   hallmark realtor canada maple    ,wed mar 25 17:32:56 +0000 2020,"toronto, ontario",rezamehr remax corona covid covid19 hallmark realtor canada maple,0.0,0.0,neutral,"['after', 'this', 'donerezamehr', 'remax', 'corona', 'hallmark', 'realtor', 'canada', 'maple']"
76,this corona in kerala has become cynosure of all eyes kochi the word corona across the globe is now the most dreaded one but not in keralas muvattupuzha town where it has become the cynosure of all  coronavirus featured india news corona,sat mar 21 20:36:32 +0000 2020,"brampton, ontario",coronavirus featured india news corona,0.5,0.5,positive,"['this', 'corona', 'in', 'kerala', 'has', 'become', 'cynosure', 'of', 'all', 'eyes', 'kochi', 'the', 'word', 'corona', 'across', 'the', 'globe', 'is', 'now', 'the', 'most', 'dreaded', 'one', 'but', 'not', 'in', 'keralas', 'muvattupuzha', 'town', 'where', 'it', 'has', 'become', 'the', 'cynosure', 'of', 'all', 'coronavirus', 'featured', 'india', 'news', 'corona']"
77,rentmc this is the new strongman competition thanks for dinner  corona parmesan thecheapstuff pastafordays toronto yyz    ,mon mar 23 02:05:16 +0000 2020,"toronto, ontario",covid_19 corona parmesan thecheapstuff pastafordays toronto yyz,0.32727272727272727,0.16818181818181818,positive,"['rentmc', 'this', 'is', 'the', 'new', 'strongman', 'competition', 'thanks', 'for', 'dinner', 'corona', 'parmesan', 'thecheapstuff', 'pastafordays', 'toronto', 'yyz']"
78,i hate  im tired of coronan    ,fri mar 27 16:53:04 +0000 2020,"toronto, ontario",<na>,0.8,-0.6000000000000001,negative,"['i', 'hate', 'im', 'tired', 'of', 'coronan']"
79,its time to buckle up bosspedals socialdistancing epiphone red redlighttherapy alternative hustle photography photooftheday edits corona live cool  east  ,wed mar 25 20:13:47 +0000 2020,"toronto, ontario",bosspedals socialdistancing epiphone red redlighttherapy alternative hustle photography photooftheday edits corona live cool,0.3833333333333333,0.1621212121212121,positive,"['its', 'time', 'to', 'buckle', 'up', 'bosspedals', 'socialdistancing', 'epiphone', 'red', 'redlighttherapy', 'alternative', 'hustle', 'photography', 'photooftheday', 'edits', 'corona', 'live', 'cool', 'east']"
80,day  dropped on my youtube channel about my rambling thoughts on the corona virus lockdown in the durham region also ways we can stay on target for  jayhatchmazda corona  coronavirus quarantine ,sat mar 28 12:57:15 +0000 2020,"oshawa, ontario",jayhatchmazda corona covid19 coronavirus quarantine,0.0,0.0,neutral,"['day', 'dropped', 'on', 'my', 'youtube', 'channel', 'about', 'my', 'rambling', 'thoughts', 'on', 'the', 'corona', 'virus', 'lockdown', 'in', 'the', 'durham', 'region', 'also', 'ways', 'we', 'can', 'stay', 'on', 'target', 'for', 'jayhatchmazda', 'corona', 'coronavirus', 'quarantine']"
81,have questions about how corona and covd  affect you and the real estate market let my team of professionals help you make the right move thinking about buying or selling   ,wed mar 25 13:23:30 +0000 2020,"vaughan, ontario",corona covıd19,0.41785714285714287,0.24285714285714285,positive,"['have', 'questions', 'about', 'how', 'corona', 'and', 'covd', 'affect', 'you', 'and', 'the', 'real', 'estate', 'market', 'let', 'my', 'team', 'of', 'professionals', 'help', 'you', 'make', 'the', 'right', 'move', 'thinking', 'about', 'buying', 'or', 'selling']"
82,at home work outside with shemoveszumba  corona aint gonna make me unhealthy    ,mon mar 23 22:38:00 +0000 2020,"toronto, ontario",<na>,0.375,-0.2,negative,"['at', 'home', 'work', 'outside', 'with', 'shemoveszumba', 'corona', 'aint', 'gon', 'na', 'make', 'me', 'unhealthy']"
83,no need to fear the beard anymore lol corona isolation day changeisgood itgrowback socialdistancing washurhands tryingsomethingnew local springcleaning beard shave cleanshaven youngerorolder ,fri mar 27 20:56:42 +0000 2020,"toronto, ontario",corona isolation day1 changeisgood itwillgrowback socialdistancing washurhands tryingsomethingnew local springcleaning beard shave cleanshaven youngerorolder,0.35,0.4,positive,"['no', 'need', 'to', 'fear', 'the', 'beard', 'anymore', 'lol', 'corona', 'isolation', 'day', 'changeisgood', 'itgrowback', 'socialdistancing', 'washurhands', 'tryingsomethingnew', 'local', 'springcleaning', 'beard', 'shave', 'cleanshaven', 'youngerorolder']"
84,i remember when the city was corona free and you could have a bonfire party double fist some beers and not have to worry ah simpler times   marie curtis park ,thu mar 19 21:34:52 +0000 2020,"mississauga, ontario",<na>,0.4,0.2,positive,"['i', 'remember', 'when', 'the', 'city', 'was', 'corona', 'free', 'and', 'you', 'could', 'have', 'a', 'bonfire', 'party', 'double', 'fist', 'some', 'beers', 'and', 'not', 'have', 'to', 'worry', 'ah', 'simpler', 'times', 'marie', 'curtis', 'park']"
85,rising corona cases giving you stress heres how to cope new delhi if the notifications popping up on your phone every second is bombarding you with news of rising coronavirus cases and the misinformation  coronavirus featured news corona stress,mon mar 23 18:26:33 +0000 2020,"brampton, ontario",coronavirus featured news corona stress,0.22727272727272727,0.06818181818181818,positive,"['rising', 'corona', 'cases', 'giving', 'you', 'stress', 'heres', 'how', 'to', 'cope', 'new', 'delhi', 'if', 'the', 'notifications', 'popping', 'up', 'on', 'your', 'phone', 'every', 'second', 'is', 'bombarding', 'you', 'with', 'news', 'of', 'rising', 'coronavirus', 'cases', 'and', 'the', 'misinformation', 'coronavirus', 'featured', 'news', 'corona', 'stress']"
86,quarantine check doing my makeup keeps me awake and busy filming mad content for yall since i aint got no gigs now  how are yall keeping busy during quarantine season   corona ,sat mar 21 18:23:08 +0000 2020,"toronto, ontario",covid_19 corona,0.5333333333333333,-0.1416666666666667,negative,"['quarantine', 'check', 'doing', 'my', 'makeup', 'keeps', 'me', 'awake', 'and', 'busy', 'filming', 'mad', 'content', 'for', 'yall', 'since', 'i', 'aint', 'got', 'no', 'gigs', 'now', 'how', 'are', 'yall', 'keeping', 'busy', 'during', 'quarantine', 'season', 'corona']"
87,its spring i hope people are staying at home and spending time relaxing with corona  happening    ,tue mar 24 19:28:04 +0000 2020,"toronto, ontario",corona,0.0,0.0,neutral,"['its', 'spring', 'i', 'hope', 'people', 'are', 'staying', 'at', 'home', 'and', 'spending', 'time', 'relaxing', 'with', 'corona', 'happening']"
